Estimated molecular formula	M/Z	Mlp102036	Mlp106078	Mlp123227	Mlp123531	Mlp124256	Mlp124266	Mlp124357	Mlp124466	Mlp124497	Mlp124499	Mlp124518	Mlp37347	Mlp72983	Mlp123218
C30H32O18	679.151586	-2.787206495	-2.122650728	-4.212999825	-0.956202097	-2.02710707	-4.663207726	-3.732826674	-1.483717135	-3.47009897	-4.60840731	-3.687444126	-1.537866946	-0.064923823	-0.265717719
C30H32O19	695.146501	-1.595583632	-0.040364283	-1.352613636	-0.214262191	0.734367057	-2.563084577	-1.153228387	0.943686787	-1.550167919	-2.620206574	-2.053501269	-1.280482803	1.528846281	-0.745086685
C30H32O20	711.141415	-3.203080074	-3.203080074	-2.61773123	-2.169182234	-0.918777907	-1.097403029	-0.124761839	1.181176648	-2.607509414	-3.203080074	-2.589347797	-1.828556706	0.564668844	-2.659758019
C30H33O16N1	662.172656	-1.995314114	-1.478997323	-2.450725953	-0.305552196	-0.999759806	-1.88092838	-1.970187618	-1.148433888	-1.638913151	-2.450725953	-1.82454083	-1.091345576	-0.272009369	-0.179271151
C30H33O17N1	678.167571	-2.850614182	-1.875719246	-2.850614182	-1.212591605	-1.70176032	-2.850614182	-2.850614182	-2.274946275	-2.850614182	-2.850614182	-2.850614182	-1.666967001	-1.329260032	-0.845697701
C30H33O18N1	694.162485	3.297758718	1.95852154	0	3.563933218	0	2.971325959	3.462716924	5.196954968	0.959422383	1.056431508	1.519968546	1.717135941	3.007334826	2.976583591
C30H36O23N2	791.163607	0	0	2.135541045	0	0	0.453172023	0	0	0	0	0.63238862	0.502225332	0	0
C30H40O18	687.214186	-3.090214694	-2.516903785	-3.787231997	-0.930029991	-1.71545207	-3.787231997	-2.863201692	-1.682434072	-2.932561705	-3.787231997	-3.787231997	-1.103515438	-0.272800956	-0.887116482
C30H42O18	689.229836	-2.947610069	-1.880213683	-3.793009043	-1.000815205	-2.079450809	-3.793009043	-2.64446276	-1.819149628	-2.705660799	-3.793009043	-3.082224242	-1.361197717	-0.625724125	-1.138687521
C30H42O19	705.224751	-2.561162414	-2.100196997	-3.614279301	-0.843037588	-1.950453488	-3.162699724	-2.974641973	-1.555238019	-2.88588754	-3.614279301	-3.614279301	-1.303104806	-0.080668658	-0.566496307
C30H44O19	707.240401	-1.729084912	-0.760871255	-2.136063765	-1.235509199	-1.00791775	-2.653475273	-1.949011236	-2.273277617	-0.548333583	-0.541395221	-1.379817847	0.130162969	-1.913072118	0.284609559
C30H47O13N1	628.297462	2.692678676	1.537385473	3.194850398	0.852321012	-0.713610682	2.439474732	2.183019079	0.368788264	2.5494825	2.450785001	3.405627166	1.921376267	-1.754235999	4.204714056
C30H47O14N1	644.292377	2.4469168	0.94261598	2.346966731	1.124871606	-0.382320009	1.317208517	2.008465122	1.166827329	1.930989975	2.198157546	2.551578598	1.497991256	0.398178191	1.511359321
C30H48O20	727.266615	2.917065755	0.006352657	0.049860802	2.431579531	-0.522680986	-0.522680986	0.182062295	2.10798614	0.228414796	0.620076237	0.098994776	0.686028178	2.634797411	2.163209005
C30H49O12N1	614.318198	3.57431558	1.772080943	3.647643604	-0.330314826	-0.679082233	-1.638301745	-0.19524925	-0.472197673	2.901312911	2.699000477	0.877732709	2.661121597	0.430070258	0
C30H49O14N1	646.308027	3.210683614	1.81152161	2.402399417	1.273255465	-0.705947432	1.374067291	1.494938012	0.47991557	2.483801468	2.785850111	2.639277745	1.701709569	-0.137752276	3.585020752
C30H49O15N1	662.302941	2.229529964	0.791356712	2.285330187	0.980378895	0	1.990852992	1.894393094	0.814156086	1.913349001	2.187042679	2.135115149	0.770983469	0	1.353659029
C30H50O13N2	645.324011	1.084280812	0	1.737918668	0	0	0.595459278	1.003355578	0	1.265777512	1.0968567	1.822529459	1.10580632	0	2.152824213
C30H50O18	697.292436	-2.280896256	-2.280896256	-2.280896256	0.664211875	-2.280896256	-2.280896256	-2.280896256	-2.280896256	-2.280896256	0.138119367	-2.280896256	-2.280896256	0.799891873	-2.280896256
C30H51O15N1	664.318591	4.193234451	2.229567073	3.754523491	1.942059512	-0.521916413	2.476979745	2.532112396	0.114586739	3.118176387	3.387371628	3.761892806	1.941184843	-0.063119953	3.687365467
C30H52O15N2	679.329491	0	0.566988151	1.856384208	1.464180866	0	2.452261912	1.995486044	0	0.977093745	1.209908695	1.870681739	0	0	0.810042566
C31H33O16N1	674.172656	-5.709376845	-1.911698162	-5.709376845	-1.670335561	-1.064995627	-5.709376845	-5.709376845	-3.223957163	-2.528709347	-5.709376845	-5.709376845	-2.479652332	-4.429124327	-1.783093138
C31H33O17N1	690.167571	-1.752568788	-0.981820388	-2.228209682	-0.65161904	-0.88785302	-2.196587502	-1.511425227	0.17329406	-2.245195011	-2.731282982	-2.23580141	-0.939662625	-0.015541671	-0.45906161
C31H34O18	693.167236	-4.164822157	-2.679846868	-3.668313521	-2.843747532	-1.444764194	-3.239758253	-3.494652244	-1.170592137	-2.806306311	-3.006601971	-3.984418184	-1.681372219	-0.654042801	-3.685965279
C31H35O15N1	660.193391	-2.393972976	0.155552134	-3.034563749	-1.816682762	-0.26351506	-3.034563749	-1.328804906	-0.69323994	0.746693054	-1.889763477	-0.62846664	-1.276785191	-1.985516383	-0.359409408
C31H36O17	679.187972	-2.935937662	-1.826387951	-2.935937662	-1.534243518	-1.491425667	-2.473292238	-2.935937662	-1.824713674	-2.36130483	-2.455242349	-2.340674924	-1.750749161	0.056615046	-1.026072699
C31H36O19	711.177801	-2.437769986	-1.234124927	-2.82252145	-1.269589814	-0.840129683	-1.482272479	-1.553732029	-0.512159695	-1.754006758	-2.272465166	-2.475780357	-0.660085268	0.411817392	-2.403159528
C31H36O20	727.172715	-1.779894388	-1.83881486	-2.57992053	-1.058416724	-1.203922658	-2.357305794	-1.955251662	-0.33044022	-2.158203409	-2.359199774	-3.383354297	-1.492271919	1.006935828	-1.233444032
C31H36O20N2	755.178864	0	0	2.631874937	0.522957819	0	3.297632585	3.157742584	0.752486137	1.973402555	2.22290453	2.59548091	1.7726473	0	0
C31H37O15N1	662.209042	3.169092689	1.451097363	2.732139073	0	0	1.875699868	1.831808817	1.382237079	2.308684719	2.27599748	2.441857104	1.821846641	0	2.26173617
C31H37O19N1	726.1887	0	0	0	0	2.132975711	0	0	0	0	0	0	0	1.880747344	0
C31H38O17	681.203622	-2.670493406	-1.816020629	-3.081137294	-1.546485598	-1.02039577	-2.585948728	-2.611763921	-1.592302388	-2.248884946	-2.773144597	-2.652407678	-1.128487062	-0.527848908	-2.389401757
C31H39O14N1	648.229777	2.772538407	1.399781923	2.372937851	0.976253625	0	1.402510218	1.452767204	0.486209921	2.071682725	1.857378037	2.049137657	1.321764328	0	1.864171778
C31H39O16N1	680.219606	4.261324294	2.528587259	3.818540249	2.646530626	-0.25278109	2.378189979	2.515898928	1.414042601	2.899399623	3.3287659	3.295971669	2.739846629	-0.198334135	3.272699363
C31H39O23N1	792.184008	-0.703286677	-0.466369646	-1.691480669	-0.876186968	-0.593103787	-2.354848989	-1.841264829	-1.249363461	-1.353558393	-0.7599156	-1.087994314	-0.709833999	0.03922369	-1.948462058
C31H39O9N1	568.255204	0	2.734112507	0	0	2.790374115	1.523986301	0.688550347	0.765153626	2.890724265	0	1.356419737	0	0	0.607819422
C31H41O14N1	650.245427	3.749653805	1.627293885	2.415438019	2.212315168	-1.111715912	1.316477448	1.543408434	1.066631416	2.207960875	2.46746359	2.593163274	2.155502506	-0.413374907	2.652522798
C31H44O18	703.245486	-2.425015055	-1.857865581	-1.879189619	-0.593199219	-1.20972677	-2.425015055	-2.425015055	-2.425015055	-2.425015055	-1.308874336	-2.425015055	-2.425015055	-2.425015055	-1.307565294
C31H44O19	719.240401	-0.849621678	-1.447648666	-2.471024199	-0.257480745	-1.42244478	-3.07921802	-1.433532356	-0.554677152	-1.49732891	-1.508701613	-1.760597095	-0.654922292	0.260995538	-0.027175327
C31H54O14	649.344078	0	0	0	2.344695755	0	0	0	0	0	0	0	0	0	1.661056826
C31H55O13N1	648.360062	3.189994788	0.9987147	2.562171815	1.328528991	0	1.510900952	1.320223924	0	2.146928173	2.174333885	2.602643664	1.305458293	0	2.237131952
C31H55O17N1	712.339721	0.028915808	-0.397084713	-0.410269008	-1.163060389	0.286340384	-3.483398002	-1.632964584	-1.061528709	0.587992155	-0.346822671	-3.483398002	1.144780313	0.746672575	0
C32H22O16N2	689.089655	1.081972845	0	2.280188967	0	0.455787556	0	0	0	0	1.541091828	0	0	0	0.473728991
C32H28O15N2	679.141691	-2.078837125	-1.11905403	-2.052696012	-1.253548648	-0.702249999	-2.596125844	-1.446711488	0.641517559	-2.387214156	-3.163469511	-2.422047704	-1.669654004	-0.89692936	-5.521279624
C32H30O15N2	681.157341	-2.897411755	-2.897411755	-2.897411755	-2.037916907	-2.897411755	-2.897411755	-2.897411755	-1.800321967	-2.897411755	-2.897411755	-2.897411755	-1.909803402	-0.046895389	-0.263480923
C32H30O16N2	697.152255	-2.363800288	-0.20943029	-1.57492081	-0.205924066	0.854621406	-3.443821392	-1.848500882	1.209717014	-2.236853409	-3.443821392	-2.775052871	-2.116243069	1.7242195	-0.936209878
C32H32O10N2	603.198418	2.943978063	0.658838985	2.025054193	0	0.631080723	0	0	0	0.778865416	1.671700677	2.321644691	1.582234828	0	0.553379523
C32H32O9N2	587.203503	2.922310781	0	1.357805587	2.089016793	1.245187239	0	2.365972956	0	2.258554296	2.026647034	2.160102535	3.053453795	0	0
C32H34O10N2	605.214068	3.276174225	0.715100542	2.285051328	0	0.684511541	0	0	1.280855689	0	2.469015157	1.968033854	2.397982351	1.104583301	0
C32H34O9N2	589.219153	0	0	4.511741733	0	0	0	0	0	0	0	0	0	0	0
C32H37O17N1	706.198871	2.659926136	1.757417331	2.984098116	1.280427799	-0.466163346	2.065055202	1.576515014	0.479579539	2.081655091	2.680954589	2.61935011	1.659432696	-0.53001231	1.779706664
C32H37O18N1	722.193785	2.633508253	1.269907185	2.128262525	1.131607509	-0.759085381	1.30037387	1.054372878	0.273960385	1.528012328	2.306764469	2.070968339	1.208286128	-0.334643242	1.670379176
C32H37O19N1	738.1887	2.786741762	1.168121075	0.845385791	1.27985486	0	0.51465912	1.190128071	1.200156215	1.07840374	1.618782797	1.634676489	1.049342386	1.040768924	1.008731854
C32H38O18	709.198536	-2.48544926	-1.439006265	-2.48544926	-0.298295883	-0.696065768	-2.48544926	-1.787321444	-0.664154991	-1.194073951	-2.48544926	-2.48544926	-1.121863038	-0.040852724	-1.606775499
C32H38O19	725.193451	-1.150069943	-0.874924356	-7.269475208	-0.781843971	-1.047310847	-7.269475208	-7.269475208	-1.281933174	-1.35265292	-2.482666011	-1.423621383	-0.522031136	-0.881346513	0.188291409
C32H40O17N2	723.22542	2.264924337	1.321961535	2.834631587	1.433585152	-0.880292203	1.655940216	1.316319349	0.401076715	1.481071472	2.476483282	2.161207736	2.085740294	-0.880292203	1.531489571
C32H41O19N1	742.22	1.411521906	1.604480626	0	0	2.116744217	1.222648433	0	0	0	1.514508243	1.153145171	2.036172305	1.020527924	0
C32H42O12	617.260349	1.105193269	0.771739504	-0.880822963	0.189019447	-0.880822963	-0.880822963	-0.211175956	-0.880822963	0.722124973	-0.880822963	-0.880822963	-0.152784146	-0.880822963	2.065170228
C32H44O13	635.270913	0.90272765	1.094427153	1.464007123	1.060119169	0	0	2.132727021	0	0	1.765718377	2.44191183	0	0	0
C32H44O19	731.240401	-2.759430294	-2.709286795	-3.264223912	-1.285957001	-2.301985747	-3.264223912	-3.264223912	-2.048070861	-2.678742609	-3.264223912	-3.264223912	-0.966872313	-0.168769498	-0.680190722
C32H46O18	717.261136	-2.27684828	-2.282684353	-3.414413349	-0.764228214	-1.793340845	-2.866513471	-2.256271619	-1.35417258	-2.114762478	-2.73241942	-2.697509912	-0.878279914	-0.288541203	-0.739071295
C32H46O19	733.256051	-2.375692348	-1.755086098	-3.224100696	-0.70592316	-1.687272597	-3.224100696	-3.224100696	-1.703184022	-2.273897966	-2.3531321	-3.224100696	-0.896474174	-0.425531091	-0.4604516
C32H48O19	735.271701	-0.754467849	-1.018751529	-1.619747565	-0.496494759	-1.394933861	-2.151836966	-0.40613154	-0.593653819	-0.366489512	-0.877104553	-0.736374678	-0.359340397	-1.07886856	-0.840192154
C32H50O15	673.307693	-2.110055187	-0.90727905	-1.048678142	-1.461833768	-0.303653683	-0.366271284	-0.451168609	-1.096137936	-0.392028823	-0.810056861	-1.342809734	-1.079354505	-1.107262838	-1.280526133
C32H51O13N1	656.328762	3.263759217	1.833763351	3.168575723	-0.179734994	-0.816411431	1.516057459	1.677530616	-0.090970916	3.033698155	2.724389341	3.86626265	2.789088817	-1.693546752	3.77383114
C32H53O12N1	642.349498	3.363778534	1.478810835	3.346300627	0.451954646	0	0	0	0	2.82998176	2.042152665	1.915345165	1.788946649	0	0
C32H54O16	693.333907	-0.256316233	-0.519599207	0.35875332	-1.087179195	0.207925546	-1.840965056	-0.663641364	-0.365116333	-0.007580364	-0.145038138	-2.087669156	0.548843583	0.873005164	-0.492144297
C32H55O15N1	692.349892	2.46612621	0.647081559	1.920402335	0	1.045224187	0	0.625769581	0	0.635523706	1.399468885	2.059297366	0.781708535	0	1.535212413
C33H28O10N2	611.167118	-1.571054636	-2.173974276	-2.173974276	-0.933111773	-1.324203274	-2.173974276	-1.323580421	-2.173974276	-1.614822558	-2.173974276	-1.557041674	-0.475248753	-0.185022238	-1.888805766
C33H30O11N2	629.177682	-4.344393003	-1.63314042	-1.423781316	-0.992370348	-0.859218712	-1.714510637	-0.417260603	-1.175384418	-1.681322862	-1.879590333	-1.981028355	-0.930105806	-0.40900147	-2.830385604
C33H30O12N2	645.172597	0	0	0	0	0	0.704230378	1.034448256	0	0	0	0	0	2.470975661	0
C33H30O9N2	597.187853	-3.61920662	-3.61920662	-3.61920662	-3.61920662	-0.255174255	-3.61920662	-3.61920662	-3.61920662	-3.61920662	-3.61920662	-3.61920662	-3.61920662	-0.126935002	0
C33H32O10N2	615.198418	-1.396558206	-1.7645264	-3.585391081	-3.585391081	-1.222297883	-3.585391081	-3.585391081	-0.708834098	-1.229557502	-3.585391081	-3.585391081	0.131256407	0.194737027	-2.613070863
C33H32O11N2	631.193332	-2.058658598	-2.058658598	-1.079492341	-0.404687093	-0.372308287	-2.058658598	0.041520663	-2.058658598	-2.058658598	-0.633148493	-2.058658598	-2.058658598	-2.058658598	-2.058658598
C33H36O9	575.228655	-2.172309899	-2.172309899	-1.633003335	-0.94255959	-2.172309899	-0.220695957	-2.172309899	-2.172309899	-2.172309899	-2.172309899	-2.172309899	-0.604491898	-0.244115685	-0.589897354
C33H39O18N1	736.209435	2.841147733	1.086742693	2.747524085	1.065238434	-0.432458477	1.012106662	1.323942337	-0.00426953	1.632177326	2.529978196	2.369759564	1.217492913	-0.700354267	2.006847729
C33H40O7N2	575.276274	0	0	2.201165864	0	0	3.617900153	0	0	0	0	0	0	0	0
C33H40O8N2	591.271188	-3.935427134	-3.935427134	-3.935427134	-3.935427134	-3.935427134	-3.935427134	-3.935427134	-3.935427134	-3.935427134	0.488684092	0.850039984	-3.935427134	-3.935427134	0
C33H42O20	757.219666	-1.295579253	-0.315170673	-2.130508554	-0.929742174	-0.30747163	-2.130508554	-2.130508554	-1.050879036	-1.665882158	-2.130508554	-2.130508554	-0.307013884	0.343342256	-1.284996219
C33H42O7N2	577.291924	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	-2.056519332	0
C33H43O9N1	596.286504	0	4.21305816	0	0	4.450560576	0	0	0.54263114	3.280946831	0	1.79626262	0	0	0.530686392
C33H44O12N2	659.282147	-0.522841411	-1.075571393	-0.108120781	-2.04700559	-1.089025911	-2.04700559	0.065821372	-2.04700559	-1.053360841	-0.517966398	-2.04700559	-0.342956128	-0.73416284	-0.320307024
C33H44O13	647.270913	-2.13162473	-0.749597306	-1.399210298	0.396148977	-1.05897829	-2.13162473	-2.13162473	-1.024483883	-1.664628769	-1.483360462	-1.6477965	-2.13162473	1.73561628	-0.889469239
C33H45O10N1	614.297069	0	2.470967769	0	0	0.942824339	0	0.556823298	0.971772651	2.366276803	0	1.28045021	0.625175939	0	0
C33H46O15	681.276393	-1.083848599	-0.942555047	-2.050546881	0.239716151	-0.844346083	-2.050546881	-1.598927341	-0.160848191	-1.487434998	-1.562920228	-2.050546881	-1.191896764	0.661681099	-1.141767684
C33H47O11N1	632.307633	-1.018785969	1.835744112	-1.018785969	-0.49382376	1.90581849	-0.428910742	-0.287121217	0.065103594	2.454519591	-0.468231987	0.600492708	-1.018785969	-1.018785969	0.285451546
C33H48O14	667.297128	-2.193707637	-1.843411367	-4.289902026	-0.148873751	-1.384561197	-3.754224718	-3.032480345	-1.614235776	-2.46200986	-3.823945787	-4.289902026	-1.565468696	0.066479159	-0.662335432
C33H50O14	669.312778	-1.703671437	-1.326714267	-2.497324569	-0.29875773	-1.176070266	-2.497324569	-2.497324569	-1.671019963	-2.027873249	-2.497324569	-2.497324569	-1.579796605	0.272135443	-0.157231817
C33H56O14	675.359728	0	0	0	1.302859811	1.888131769	0.854874211	1.280261743	1.155851451	1.866484315	0.83301815	0	0.533524253	2.404759727	0
C34H24O14	655.109328	2.452890948	1.222342797	3.203861755	-0.552956937	-0.552956937	0.314932195	-0.552956937	-0.552956937	0.728181732	2.043096512	2.462071305	1.661378295	-0.552956937	1.770481107
C34H30O10N2	625.182768	0	0	0	0	0	0	0	2.049447377	0	0	0	2.053729379	2.700015688	0
C34H33O12N1	646.192998	-1.264406891	-0.482476523	-1.340374807	0.585627706	-0.676789624	-1.309491271	-2.190136431	-0.978550394	-0.67806654	-1.050565867	-0.429628968	0.505181981	-1.356217709	-0.056523547
C34H34O11N2	645.208982	-2.079106098	-0.725840275	-2.079106098	-0.589884091	-1.039901879	-2.079106098	-1.072823058	-0.874190387	-1.229291604	-2.079106098	-2.079106098	0.325923835	1.019913965	-1.318819861
C34H34O16N2	725.183555	0.384317519	0.035524828	0.763222833	0.170925728	0.189358892	0.578223595	0.709118966	0.499866415	0.57221083	0.897603081	0.811993128	-0.455766756	-0.118240379	-5.657627922
C34H36O10N2	631.229717	1.914760368	0	0	0	0	0.500523636	0	0	0	1.11414734	2.063829545	2.012348991	0	0
C34H36O16N2	727.199205	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	-2.219739657	0
C34H36O7	555.238826	0.016455207	-0.899579286	-0.03806579	-0.385195919	-3.083596748	-3.083596748	-0.000391426	-0.784083686	0.483646293	-3.083596748	-0.231296392	0.32608177	-0.607033331	0
C34H37O8N1	586.244639	1.46540161	1.644443659	0.64684587	1.997098163	0	2.731385756	2.305272682	0	2.113916238	2.281499516	1.931742415	1.158596918	0	1.826248129
C34H38O10N2	633.245368	0.515037815	-0.255636598	-2.206262308	-0.183230385	-0.312346375	-0.79740173	0.541174811	0.128686576	0.643832032	-0.543141081	0.012622083	1.02492912	0.984933159	-0.299965097
C34H38O8	573.24939	0	0	3.301818988	0	0	0	0	0	0	0	0	0	0	3.336712185
C34H38O8N2	601.255538	0.132217551	-3.101949483	-3.101949483	-0.279391694	-3.101949483	0.0027929	1.096736674	0.350145629	-3.101949483	-1.262035019	-0.053056794	-3.101949483	1.512068898	-3.101949483
C34H41O18N1	750.225085	1.054711894	0.060116195	2.388964212	0.085441906	0.198229011	0.505265751	0.521948867	-0.429381432	0.192213563	1.813640589	1.816984666	-0.429381432	-0.429381432	0.622631702
C34H42O20	769.219666	0.813285342	0.186098238	2.306399939	-0.508548751	-0.047027912	1.262310083	0.780490984	-1.303695478	1.122394912	2.254047281	1.526125088	0.289942112	-2.033247437	-0.096907406
C34H45O10N1	626.297069	0	1.963690504	0	0	3.496132258	0	0	0	0.757464996	0	0	0	0	0
C34H46O17	725.266222	-2.896382042	-2.308357691	-4.612020093	-0.76414605	-1.790876509	-4.612020093	-3.659440661	-1.781659794	-2.828746006	-3.614537815	-4.06599071	-1.19913313	0.014493219	-0.509277138
C34H50O14N2	709.318926	0	0	1.273741684	0	0	2.050489563	1.227397999	0	1.156971971	0	0	0	0	0
C34H50O18	745.292436	-1.271902382	-1.664749721	-2.836121341	-0.051310407	-1.79183568	-2.836121341	-1.770711256	-0.959686272	-1.860315215	-1.586663933	-1.648134177	-1.362861866	0.367330526	-0.555190623
C34H52O6	555.369111	0	1.73550547	0	0.585638547	2.781904942	3.217816159	1.913479274	1.164953131	2.785639253	0	0.798665125	0	0.511417996	0.430319093
C34H58O16	721.365207	-0.241651682	-0.174313179	0.648237081	-1.065439116	0.729842883	-2.60542546	-0.963652657	-0.52462076	0.602970288	-0.180366783	-4.939287549	0.63280563	1.143733518	0
C35H30O19N2	781.136999	-0.148950562	-0.420271411	1.197279766	-0.886471683	-0.779516441	0.675409315	-0.605430676	-0.153131724	-0.461141931	0.856637494	1.039322335	-0.487300437	-2.278450123	-1.003303531
C35H36O12N2	675.219547	3.765080354	2.206031756	1.745991527	0	1.567251367	0	3.116148749	2.29049671	3.183297352	2.018126578	0	3.129932686	3.09704213	0
C35H38O7	569.254476	0	0	2.502134372	1.282320124	0	0	0	0	0	0	0	0	0	0
C35H40O17	731.219272	-2.044422802	-0.944534735	-1.643630536	-0.627549409	-0.229957417	-0.811065608	-0.634137188	0.170901975	-1.119852294	-1.103494044	-1.433747274	-1.017497136	0.302308465	-1.267957925
C35H42O6	557.290861	0	3.131761263	3.226382528	2.923862103	0	3.527924729	3.12347196	2.584214769	0	0	3.497236654	3.162408929	0	2.478230991
C35H42O7N2	601.291924	0	0	0	0	0	0	0	0	0	0	0	2.193017686	0	0
C35H44O8N2	619.302488	0	0	0	0	0	0	0	0	0	0	0	2.546054961	0	0
C35H44O9N2	635.297403	0	0	0	1.818495871	0	1.831913108	0	0	0	1.014488424	0	3.238603623	0	0
C35H46O7N2	605.323224	-0.722516326	-0.220922178	-5.106230744	-0.740190893	0.3849778	-0.047835549	0.537080165	-0.043379988	0.607881057	-1.117036234	-0.302414427	0.92961087	0.640408367	-1.45833303
C35H52O19	775.303001	-1.304491771	-1.769211601	-2.260102295	-0.460454236	-1.391734934	-2.260102295	-1.403077683	-1.175030882	-1.620533929	-1.109615592	-1.485559952	-1.103943982	-0.073513703	-0.475527302
C36H36O19	771.177801	-1.68775865	-3.226272083	-3.226272083	0.055588363	-1.407734	-3.226272083	-3.226272083	-1.24247715	-3.226272083	-3.226272083	-3.226272083	-2.088996485	-0.370821095	-0.37096669
C36H36O20	787.172715	-2.353710418	-2.353710418	-2.353710418	-0.369806359	-1.654633018	-2.353710418	-2.353710418	-2.353710418	-2.353710418	-2.353710418	-2.353710418	-2.353710418	-0.633968454	-1.289326688
C36H36O8N2	623.239888	0	0	0	0	0	0	0	0	0	0	0	1.843815487	3.164384145	0
C36H38O9N2	641.250453	0	0	0	2.779468376	0	0	0	2.778823177	0	0	0	0	3.268659504	0
C36H40O17N2	771.22542	0.622156316	0.477955363	2.501377346	0	0.872005058	1.385886406	0.64447255	0	0.660184589	2.749551379	1.596395986	0	0	0
C36H40O6N2	595.281359	1.343349265	0	0	0	1.777914892	0	1.291565142	1.001123791	2.183441829	0	0	0	1.798139931	0
C36H40O8N2	627.271188	0	0	0	2.05681719	0	0	2.544175725	0	3.476921618	0	0	0	0	0
C36H40O9N2	643.266103	3.734704289	2.669710158	0	3.473616009	2.932004094	2.770788732	3.240552928	3.062196448	0	2.847629744	0	0	3.357642756	0
C36H41O8N1	614.275939	2.072155261	1.509251238	1.37158705	1.262714495	0.502741027	1.95324199	2.089033823	1.567749285	1.796754132	1.907888995	2.480756028	1.647435562	0.383637605	2.146764129
C36H42O10N2	661.276668	0	0	0	0	0	0	0	0	0	3.56460895	0	0	0	0
C36H42O11N2	677.271582	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	-2.464004819	0
C36H42O8	601.28069	0	2.114619237	0	0	0	0	0	0	0	0	0	0	0	0
C36H43O9N1	632.286504	2.354357082	0	0.580474088	1.511196558	0	1.622444473	1.582418376	0.936483414	0.774216856	0.780814085	1.264730355	0.955353238	0	1.236442508
C36H45O19N1	794.2513	-2.314930136	-1.013224716	-1.944164444	-1.056785248	-0.28849578	-1.476328473	-0.510452289	-0.492833929	-0.399641899	-0.908137879	-1.319764712	-0.336655379	0.14444998	-2.166706578
C36H50O16	737.302607	-1.55693638	-1.489268354	-2.023128776	-1.174669201	-0.83516255	-0.820503921	0.043214244	-0.383748118	-0.343208437	-1.444354749	-0.895429006	-0.440488402	-1.095530875	0.460398072
C36H57O18N1	790.350285	4.451501368	2.731594307	3.589532072	2.907432994	0	3.937801218	3.706443351	1.502233333	3.516825968	3.211538126	2.499748161	2.270877834	0	2.956592546
C37H38O19	785.193451	-2.242351943	-1.813100365	-4.796748392	-0.26878143	-1.627216683	-4.15028105	-3.115429197	-2.323944085	-2.580055008	-3.87610081	-3.381537349	-1.596215132	-0.530603118	0.30894178
C37H46O13	697.286563	0	0	0	0	0	0	0	0	0	2.375898658	0	0	0	0
C37H48O19	795.271701	-2.023301306	-1.418135638	-2.023301306	-0.596136125	-1.162010181	-2.023301306	-1.507805207	-1.078261495	-1.519994912	-2.023301306	-2.023301306	-0.99577877	0.345783332	-0.299853567
C37H50O4N2	585.36978	1.698429478	2.041220353	0	0.972044484	0.578336297	2.650023642	2.448507366	2.677382645	0.759095811	0	0	0.80297621	1.749571973	0
C37H50O8N2	649.349438	-0.779133303	-0.436474944	-4.472973206	-0.769701632	0.304795719	0.019653323	0.493233002	-0.074611149	0.679305986	-2.102833898	-1.229467061	1.00832998	0.630017989	-3.423257193
C37H58O14	725.375378	0	0	0	0	0	2.048720603	1.725564101	0	1.658720591	0.579554966	1.268549266	0	0	0
C38H46O11N2	705.302882	0	0	0	0	0	0	0	0	2.174058601	0	0	0	2.790858056	0
C38H46O18	789.261136	-0.063010672	1.812742079	1.892187115	-0.10344816	2.135562287	1.805187612	1.13635762	0.285300272	0.009873279	1.105887978	-0.22365289	1.646286778	0.565739449	-1.89984989
C39H52O14	743.328428	0	0	0.665570951	0	0	0	0	1.625591445	0	0	0	2.049964043	0	0
C40H44O11	699.281084	1.658177135	1.450101712	1.331997745	1.601924223	1.171103951	2.509780975	2.032488687	1.349060944	1.693572941	1.081531073	0.86999411	1.581980052	-0.163250141	2.46149439
C40H46O10	685.301819	0	0	0	0	0	0	0	0	0	0	0	2.399598888	1.875136497	0
C40H46O7N2	665.323224	2.26350349	0	1.070986019	0.543888792	0	0.705475198	1.030020323	0	1.131780034	0.912742375	1.494769602	0	0	1.379802656
C40H52O10	691.348769	1.687215236	0.271786404	0.455942073	0.423286905	0.329895786	-0.840034007	-0.840034007	0.703283538	1.327383991	0.342844447	-0.840034007	2.147604594	-0.840034007	0
C42H50O10	713.33312	0.081808994	-0.480694857	-0.238431149	-1.134058785	0.337687291	-3.192302729	-1.570796418	-1.021471285	0.660288898	-0.551854593	-3.192302729	1.214787707	0.897860087	0
C46H52O10N2	791.354917	1.886379487	0.670799067	1.51187958	1.033141597	0	2.100785322	1.584717058	0	1.284753822	1.126758189	0.849258413	0.534299065	0	0.921680339
C6H6O6	173.009161	-2.093467576	-0.843994001	-4.117182343	-1.568383756	-1.116140722	-2.575608793	-1.954420318	-1.210880262	-0.688500743	-1.972930017	-1.477150727	-1.895595019	-0.247876673	-1.665183136
