Estimated molecular formula	M/Z	Mlp102036	Mlp106078	Mlp123227	Mlp123531	Mlp124256	Mlp124266	Mlp124357	Mlp124466	Mlp124497	Mlp124499	Mlp124518	Mlp37347	Mlp72983	Mlp123218
C10H10O8	257.03029	-0.16686917	-1.139788696	-2.584035954	-0.782834918	-1.342312569	-1.690988777	-0.229816465	-0.733984937	-1.006098667	-0.780645688	-1.634151528	-0.656227061	-0.195455043	-0.186915477
C10H12O5N2	239.067344	1.763367168	1.519766053	1.470787856	2.030169009	1.031933637	2.079423625	1.889110262	1.444930371	1.318400888	1.009164074	1.445584486	1.465699685	0	1.366384307
C10H12O7	243.051026	0.318117681	-1.392766793	-2.17845213	-0.327736648	-1.307200663	-1.66929451	0.089795349	-0.914644752	-0.604499528	-0.431313637	-1.329083948	-0.819515758	-0.666558887	-0.061932693
C10H12O8	259.04594	-0.45979991	-2.012884808	-2.654732999	-0.878960248	-1.77074736	-2.382780016	-0.383712943	-1.017021979	-1.038694236	-0.793200294	-2.24777233	-1.211576064	-0.687953328	-0.63317536
C10H13O8N1	274.056839	0.755867518	-0.369042524	-2.539798698	1.074005442	-2.194730541	-1.418169518	-0.312866395	-0.408944625	-0.648953422	-1.146592321	-0.381485192	0.653202816	-1.157816809	1.934670015
C10H14O5N2	241.082995	1.061425774	0	2.182064382	0	0.886424517	0	0	0	0	0.999410238	0.554643057	0.672317735	0.506040806	0.427816495
C10H14O6N2	257.077909	3.34661224	1.23139484	1.843762666	2.146085787	0.291109691	1.92631715	1.865312589	1.109771739	1.584727618	1.716707882	2.182070637	0.969195811	-0.163335007	3.250694039
C10H15O7N1	260.077575	2.371386198	2.688584282	1.388896045	1.462549054	0.22576589	2.070997831	2.040048111	1.646116131	1.135466943	1.687300984	1.517388425	2.633807143	0.03217639	1.492129631
C10H17O8N1	278.088139	3.296618194	0	0.558074068	0	0	1.797803406	0	0.464561431	0	0.533506402	2.522742136	1.512171365	0	2.54217251
C10H19O3N1	200.129216	0.615990003	1.111074797	2.292615513	0.553358962	-0.205381568	0.226365854	0.01854434	-0.402853428	-0.840899075	-0.294999467	-0.63493015	0.358387666	0.147944052	1.109180687
C10H6O2N2	185.035651	0.796062227	1.070491901	1.047453061	0.042535486	1.62163128	1.753571393	1.363566138	0.351452293	0.876285889	0.918598374	1.85329787	0.739079023	-2.198563977	0.208369121
C10H6O8	252.99899	2.567583436	0	4.060676189	2.476690775	3.557022162	3.507760864	4.813899301	1.079069635	0	2.437578729	3.497577715	0	1.348276775	1.682728819
C10H8O2N2	187.051301	0.535973212	0.879326985	0.934401014	-0.089824266	1.451403691	1.279886803	0.691900935	0.381167649	0.612694335	0.737529101	1.098164717	0.476031681	-2.098720115	-0.50917933
C10H8O3	175.040067	5.263975714	0	0.515109059	0	0	0	0	0.567146848	0	0.522811478	0	0.474553834	0	0.552868114
C10H9O6N1	238.03571	-2.534244617	-3.536805394	-3.536805394	-1.901482756	-0.973984848	-2.735952914	-1.459593169	-0.959201823	-3.019582712	-3.536805394	-3.536805394	-2.047642636	-0.345299307	-1.893670855
C11H10O6	237.040461	-1.22664284	-1.001003916	-2.070863244	-0.263986999	-0.535725349	-1.096525558	-0.230160966	0.094282116	-0.812705556	-1.533918777	-1.159801852	-0.18223274	0.066345214	-0.832361574
C11H10O7	253.035376	-1.225125601	-1.565391234	-2.375693438	-1.036003222	-0.689555762	-1.567153718	-0.444590869	-0.419728274	-1.365785635	-1.480688894	-1.586415401	-0.838437067	-0.129084444	-1.237989794
C11H10O9	285.025205	-0.210812743	-0.466293116	-1.798738728	-0.476570128	-1.335226144	-2.374284752	-0.724516385	-0.219936225	-0.917193596	-1.241308816	-0.871979862	-0.451669088	0.05771863	0.095007842
C11H12O5	223.061196	-1.3811568	-0.924225583	-3.50261754	-0.36743118	-0.996869152	-3.666961998	-3.120427289	-1.095973866	-1.889332644	-2.434932054	-2.299824997	-0.760459991	-0.210276029	-0.038791082
C11H12O9	287.040855	-0.640905794	-1.755909213	-2.560929382	-1.105545978	-1.894206468	-2.229019507	-0.463595302	-1.104602261	-1.201060525	-1.022551562	-1.802370173	-1.116994083	-0.368225554	-0.895708716
C11H14O6	241.071761	0.669144036	-0.196303946	2.260243662	0.095763858	-0.623966378	-0.059888492	0.086245441	-0.268081054	-0.297446489	-0.233632547	0.226867826	-0.573070274	0.035380064	-0.23488526
C11H14O6N2	269.077909	1.965199027	0.767665678	2.56273744	0	0	0.908744418	0.557092388	0	1.31788941	1.169069344	2.505096452	0.772674432	0	1.450243444
C11H14O9	289.056505	-0.695829369	-1.48689202	-2.077781141	-0.894114245	-1.218241297	-1.45493277	-0.264852587	-0.48668492	-1.307798195	-0.725410882	-2.077781141	-0.831609472	-0.309014875	-0.361674646
C11H15O10N1	320.062319	2.065156123	0.907328109	1.787549159	0.916500375	-0.268516244	0.870096054	1.138657141	0.140585073	1.572892519	2.248013997	2.122817626	1.266646353	0.044029424	0.971973152
C11H15O3N1	208.097916	1.254749583	1.100371696	2.067163289	0.970682707	0.68536669	1.132051043	1.068141786	0.561181079	0	1.631295677	1.712845515	0	0.411044778	0
C11H16O8	275.07724	-0.100076429	-1.944393455	-1.196692321	-0.516373826	-3.003781171	-1.266593999	0.169734112	-0.492603845	-0.685427405	-0.731912078	-1.193580932	-1.090329906	-0.31928123	-0.377055985
C11H17O7N1	274.093225	1.755063197	1.95802587	1.0198917	0.537747367	-0.039775111	2.110754147	1.532780036	1.422998366	0.809766992	1.258504077	1.639947091	2.350431814	-0.037952273	1.194378097
C11H17O8N1	290.088139	2.178701709	2.444287904	2.129195783	1.402889781	0.427139351	2.36535925	1.702695485	1.847839626	1.621243256	2.29665313	2.125612087	2.387180455	0.115682521	1.9351163
C11H19O9N1	308.098704	4.691157054	2.378408584	3.868995207	2.679173032	-1.018006042	2.778152341	2.318575523	0.56625912	2.436227722	3.525216089	3.869882927	2.485629313	-0.553306537	3.734083516
C11H20O6	247.118711	1.213606081	1.021625576	2.024038251	1.275228184	1.083961493	2.355553653	2.14300859	1.010955332	1.593362792	1.179040573	1.781351202	0.746280817	0.204684136	0.786812371
C11H21O3N1	214.144866	0.294023856	-1.185804444	0.721599385	-0.336642973	-2.48339205	-0.251232383	-0.498956775	-0.651465275	-0.012298466	0.364122307	0.16520307	-0.645394445	-1.60408376	0.609430781
C11H8O2	171.045153	0.196439714	1.029986034	0.512273642	-0.645525222	1.043385497	0.94528078	0.436597181	-0.14077348	0.751334911	-0.265441756	2.031356212	0.228131716	-1.095798148	-0.61036218
C11H8O2N2	199.051301	-0.594841582	1.180015181	-0.006216934	0.094019685	2.555856359	1.162851816	0.711421655	0.722532293	0.802874316	0.84858205	1.316007427	-0.211750714	-2.469700002	-1.193865199
C11H8O8	267.01464	1.415585588	0.149709269	1.36009218	1.273617638	1.072543195	0.881863143	2.06859785	0.135452458	-0.495412326	0.644387687	0.741127771	-0.713875932	0.22368977	2.021773291
C12H10O7	265.035376	0.225043538	-1.154219455	-1.857839768	-0.421273049	-1.194422192	-2.017880149	-0.336869689	-0.654016412	-0.599723121	-0.177662766	-1.426745117	-0.671244154	-0.131574623	0.122767092
C12H11O5N1	248.056445	-1.832050242	-2.344266836	-1.341136557	-0.840257528	-1.111636292	-1.387377252	-0.333698955	-1.839003775	-1.277572362	-1.23110909	-0.877407916	-0.533647318	-1.029694072	-1.234090677
C12H12O4N2	247.07243	0.949708917	0.106089681	2.305037487	0.241653985	-0.557857685	0.283913358	0.202679177	-0.195215591	-0.105272916	-0.133225128	1.010250925	-0.400128908	0.232517896	0.054929204
C12H12O9	299.040855	-0.104100595	-1.425166592	-2.407805332	-0.464609734	-1.466203464	-2.063829379	-0.480090863	-0.596417417	-1.035844454	-0.662089933	-1.971090962	-1.025628733	-0.22822171	-0.198160716
C12H13O2N1	202.087352	2.553547659	0.576442392	1.795244615	0.401811814	0	0.598737246	0.480558299	0	0.486649041	0	0.934452421	0.564415375	0	0.475030964
C12H13O8N1	298.056839	-1.303953158	-1.326855068	-2.431818721	-0.933506336	-1.364368908	-1.827638092	-0.728071611	-0.451053054	-1.470343105	-1.087686783	-1.823142813	-0.171861186	-0.544011698	-0.092531615
C12H14O9	301.056505	-0.1928324	-1.633172908	-2.427289017	-0.832758922	-1.67516787	-1.637608391	-0.337027376	-0.740302426	-0.968102062	-0.84125861	-1.791906056	-1.119533244	-0.238102912	-0.63646926
C12H15O8N1	300.072489	-1.44361213	-0.816120595	-2.339781799	-0.527266808	-0.791750519	-0.773404252	-0.559041416	-0.443561293	-1.148532379	-1.127990543	-1.548524081	-0.155776272	-0.327649022	-0.414676717
C12H16O2	191.107753	0.838533968	-0.549078225	0.603689257	-0.081280987	-0.104663593	0.207360109	0.757467764	0.171887248	0.730479233	1.709541516	3.637316425	-0.549078225	0.29134485	0.517861822
C12H18O8	289.09289	-0.617417175	-1.455542045	-2.013229993	-0.391317465	-0.508581826	-1.1466012	-0.092705667	0.568400807	-1.013654953	-1.216265055	-1.677710576	-0.544135126	0.928431348	-0.599897399
C12H19O5N1	256.119046	0.666867368	0	0.88422308	1.153276434	0	0.764234963	1.135619636	0	0.579042715	2.035214102	1.257378813	0	0.441657086	0.635264057
C12H19O6N1	272.11396	2.336771228	0	1.309906585	1.062846011	0	0.651395171	1.07483753	0	1.277797511	2.896838517	1.367763964	0.569905863	0	1.857513005
C12H20O5	243.123796	1.288171762	0.749083624	1.092115887	1.462545174	0.787958227	2.178442925	1.839618146	1.096673935	1.316356303	1.209624105	1.401690603	0.344551976	0.630239541	0.866418387
C12H22O11	341.108934	-0.203229551	-0.499078954	1.492564105	-2.491827954	0.436395884	-1.093842715	-1.461954612	-0.766858641	-1.586005306	0.386404439	-0.95337084	-0.009325561	0.606017048	-0.986256346
C12H22O12	357.103849	-0.437427642	-1.590959692	-0.322047679	-2.1706383	-0.255107058	-1.438168002	-1.153303328	-0.697737809	-2.1706383	-0.934098291	-2.1706383	-0.114145703	-0.006917142	-0.736076122
C12H22O12N2	385.109997	2.711069766	0	0	0	0	0	0	0	0	0	0	0	0	0
C12H23O3N1	228.160516	0.499430328	-0.435749661	2.396640597	0.050736483	0.218706916	0.924804836	0.103113669	0.242025951	1.647318219	0.831701571	1.288202934	0.213993552	0.039981908	-0.435749661
C12H26O12N2	389.141297	0	0	2.854804409	0	2.682150542	2.440475437	0	0	0	1.828158256	2.853845962	2.671967124	0	0
C12H9O2N1	198.056052	-0.595193994	1.363956376	-2.003871756	-0.018151887	2.018307133	-0.461525627	-0.617662936	-0.082546695	1.016653602	0.296348871	0.815755314	-0.615870222	-2.003871756	-0.834565783
C12H9O3N1	214.050966	-0.208358332	1.806642108	-0.037427244	0.144355106	1.162184492	2.538787926	0.65136071	0.894173773	0.74945264	0.723569565	0.871468428	1.159348755	-1.015696239	-0.015029928
C13H11O4N1	244.061531	-0.677530517	1.154338901	-2.778964867	-1.391610206	0.761718494	-0.23317873	-0.79235729	-0.10257196	1.172861979	-0.625165215	0.686317309	-0.703397476	-3.724631227	-0.008683939
C13H12O9	311.040855	-0.117733097	-0.693379746	-2.283914792	-0.202791492	-1.190742977	-1.41885348	-0.555339799	-0.352312402	-0.547363636	-0.667840581	-1.741462922	-0.682466031	-0.104222833	-0.102268364
C13H14O11	345.046334	-1.543844059	-2.389268708	-2.389268708	-2.389268708	-1.866851285	-2.389268708	-2.389268708	-0.894166265	-2.389268708	-2.389268708	-2.389268708	-1.901885031	-0.485425731	-1.267530437
C13H14O9N2	341.062653	-0.176125694	1.317954709	-2.958179118	-1.090543448	0.625093674	-0.766447813	-0.490756988	-0.044489617	1.409636106	-0.394673121	1.130231344	-0.443999648	-3.607562398	0.221557253
C13H20O8	303.10854	-1.430564478	-2.075842336	-1.971221613	-0.839766164	-0.764311901	-1.28994177	-0.436229152	-0.63107095	-1.353668769	-1.679156834	-2.088494944	-1.278027249	-0.285162673	-1.320768076
C13H21O6N1	286.12961	3.267275774	0.564785977	1.523709321	1.093586322	-0.497644774	0.182065678	1.113294701	0.243926012	1.372149463	1.745115211	1.900725694	0.740923446	-0.497644774	2.285515894
C13H23O12N1	384.114748	-2.98037117	-0.413442438	-1.752091107	-1.138000365	-2.361537152	-0.982400631	-0.875796847	-1.262018238	0.041880269	-1.366097764	-0.694762382	0.535219651	-2.808275728	-0.712043171
C13H24O13	387.114413	-0.150556973	-0.384702784	1.225400784	-4.533214479	0.30551945	-1.50547632	-2.161117169	-0.72272561	-4.533214479	0.175489999	-4.533214479	-0.002752552	0.427061399	-3.340111053
C13H24O3	227.165267	1.453253752	0.388896405	2.165493002	0.633372457	0.602275482	1.112139135	0.838919266	0.807644192	1.10016982	1.629201264	1.214211779	0.406959992	0.790289621	1.326344235
C13H25O3N1	242.176166	0.110493286	-0.045546133	2.413047037	-0.695212574	-0.648966512	0.512680322	-0.010232958	-0.421877008	1.651276808	0.334744538	0.735294556	0.733614242	-0.611247863	-1.430866624
C13H26O6	277.165661	-2.250717288	-0.363537026	-0.059676535	-1.989943347	-0.172806536	0.065021107	0.387195053	-1.549015525	-0.000429328	-0.052548609	-0.003054278	0.023037922	-1.781215468	-1.812866393
C13H4O8	286.98334	0	0	3.766031546	0	0	2.840153066	0	0	0	0	0	0	0	0
C13H9O2N1	210.056052	1.110009138	1.634882616	0	0	1.818978675	2.04798022	0.464133343	1.3554152	1.300625663	0.535805301	1.885529252	0.863225653	0	0.551651752
C14H13O5N1	274.072095	-0.667645003	0.963567552	-2.507148204	-0.649629713	1.307192363	-0.920888641	-1.031987469	-0.185745625	0.737276518	0.262629817	0.3199816	-0.428036442	-3.200248063	-0.510608537
C14H13O6N1	290.06701	-0.218912095	1.059100695	-1.582201108	-0.202617626	1.129447443	-0.001110601	-0.069048155	0.326940749	0.545789579	0.140270486	0.599852468	0.235277545	-2.23143124	-0.49601209
C14H14O3N2	257.093165	2.888079213	1.455114077	3.726805592	2.168488526	0.621351575	2.176005022	2.475691086	0.456364198	1.688808028	1.996494568	2.688089234	2.264162212	0	1.41053874
C14H14O8	309.06159	-1.479403301	-1.389517949	-2.481541417	-1.103989448	-0.929850097	-1.63886317	-1.005053297	-0.71179291	-1.627634842	-1.394036363	-1.839457933	-1.430981874	-0.383760866	-0.914003899
C14H14O9	325.056505	-0.468824069	-0.436470782	-2.535439341	0.09983581	-0.457607835	-2.362090428	-1.420088782	-0.308098703	-1.183893694	-1.253855622	-1.418357607	-0.684807254	0.413739795	0.372848704
C14H15O5N1	276.087746	-0.03640085	1.432351197	-1.380942389	-0.724018759	2.021599794	0.989609044	0.204829983	0.516676954	1.25350039	0.295711459	1.187034311	0.498331308	-2.110148338	0.517591161
C14H16O10N2	371.073217	-0.921258827	0.81202709	-3.814825309	-0.681029792	0.859000602	-2.742854616	-1.470859085	-0.665752455	0.740707568	-0.120504574	0.207609034	-0.917079029	-3.275087815	-1.04196007
C14H17O5N1	278.103396	0.05939191	1.293409265	0.214106898	-0.018893453	2.1292999	1.071984272	0.547686759	0.636574505	0.88033191	1.246290036	0.248888436	0.183869671	-0.733867971	-0.213013097
C14H17O9N1	342.083054	1.882386179	2.578944461	0	1.804407594	0.435400169	2.180756888	1.532614914	2.161018613	1.678706731	1.563942745	1.212953606	2.705152093	1.073788822	1.702765096
C14H18O4N2	277.11938	-2.607609857	-0.481638101	0.921763864	-2.607609857	0.265510237	-0.015801693	-0.148483649	-2.607609857	0.242969655	0.49528538	0.870029361	0.173596263	-2.607609857	-2.111130294
C14H21O11N1	378.104183	-1.833399253	0.883685489	-0.2955228	-1.700116526	1.726894068	0.300756268	-0.023713633	-0.404002879	-0.794284184	-1.14112348	-0.955290815	0.268267355	0.141977735	-2.29507289
C14H21O5N1	282.134696	4.310779839	1.536534794	2.708750434	2.327300765	0	1.328025312	1.856704886	0.790967161	2.099189086	2.590218587	2.788270307	1.311136016	0	3.283746727
C14H25O10N1	366.140569	3.727455114	1.525801015	3.22659971	2.154294097	-0.479548555	1.766960003	1.826206458	1.189247285	2.353309471	2.669953352	2.659132777	2.109325274	0.071674415	2.796225496
C14H25O11N1	382.135483	2.651987319	1.202945512	1.922171159	1.181172732	-1.155593602	1.253801984	1.306473891	0.630269209	1.786921541	1.709505854	2.154429899	1.42912665	-1.155593602	2.289519429
C14H25O12N1	398.130398	-1.804120225	-0.660603825	-1.928715149	-0.60464493	-2.334496171	-0.700519604	-0.908927257	-1.032114827	-0.03768702	-1.376577097	-0.631405294	0.520104351	-2.864548557	-0.347813384
C14H28O8	323.17114	1.33503118	1.756941424	2.636328314	0	1.714707069	2.070333486	0	0	0	2.424371665	0	1.943127516	0	0
C14H8O6	271.024811	-0.76392981	-1.073691938	-2.576786938	-1.273750152	-0.418921659	-2.576786938	-1.921760457	-1.919901749	-1.617045379	-0.599245513	-1.101035771	-1.515402658	0.088103439	-1.168250872
C14H9O3N1	238.050966	0.540372196	1.119722654	-0.474828139	-0.474828139	1.38041752	1.066866465	-0.008104525	0.406348485	0.850036003	0.116258316	2.345201501	0.116321725	-0.474828139	0.171750758
C15H12O10	351.03577	0.342800477	-0.335844211	-2.055149698	0.72226972	-1.250092694	-1.108912387	-0.490059146	-0.048139612	-0.968708972	-0.335418513	-1.474195517	-0.485598644	-0.532129962	0.718452807
C15H14O10	353.05142	-0.385669899	-1.159860931	-2.85912592	-0.854041051	-1.20998823	-2.123588913	-0.576115739	-0.618418338	-1.01018685	-0.476719618	-1.428032451	-1.158394204	-0.174678621	-0.376432856
C15H14O11	369.046334	-0.604948323	-0.764337656	-2.36160575	0.306759791	-1.233511409	-1.883291127	-1.067442022	-0.01351512	-1.258878275	-0.948338452	-1.892735854	-0.453441915	-0.295138498	0.30315379
C15H14O8	321.06159	-0.520401357	-1.211468564	-2.31749351	-0.423194247	-1.22239096	-2.260949845	-1.230969544	-1.352785923	-1.650258784	-0.940047547	-2.182850724	-1.864148408	-0.496448803	-0.344786336
C15H15O10N1	368.062319	-1.551787912	-1.616751986	-2.424246412	-1.057685349	-1.352378938	-1.434830222	-0.573116381	-1.401172731	-1.107319697	-0.681895991	-1.547863621	-0.436493645	-0.830715181	-0.869626035
C15H15O6N1	304.08266	-0.797159111	1.217644564	-2.526160583	-1.841447971	0.876652599	-0.025148361	-0.745215953	0.102774693	1.19499201	-0.558921081	0.757652034	-0.739907693	-3.388628606	0.052133645
C15H15O9N1	352.067404	0.617590881	0.317739599	-0.028239724	0.053980306	-0.486982817	0.245343283	0.830028486	1.130539103	0.644737744	2.138849478	0.939194369	1.135884474	0.15534451	0.838820344
C15H16O11	371.061984	-0.78276756	-1.029551005	-1.982692672	-0.154685951	-0.573514726	-2.27830207	-1.014241	-0.249508807	-1.799605879	-1.527755352	-2.180745645	-1.016720816	0.412431923	-0.23794313
C15H16O12	387.056899	-0.666402545	-1.274188435	-1.703070792	-0.58009654	-0.943196083	-2.056032339	-1.056321464	-0.277737056	-1.665457772	-1.285402339	-2.201626261	-0.570682705	0.272533759	-0.768919148
C15H16O4N2	287.10373	2.458698286	0.78011631	2.039202989	0.922453464	-0.132756791	0.930529841	1.617195674	0.215223368	0.502582647	0.815678708	1.555996036	1.895384271	0.228868347	0.793979789
C15H16O6N2	319.093559	-1.009476524	-0.264670915	-0.234923969	0.118932554	0.323000564	0.593195504	0.213826712	-0.903104716	0.027265386	-1.315978348	-0.057342338	0.438702419	-0.20297262	-2.553921019
C15H16O7	307.082326	2.335361413	0	0	0	0	0	0	0	0	0	0	0	0	0
C15H16O9	339.072155	-1.588918792	-1.140137155	-4.094412625	-0.394314344	-1.040472463	-4.402469582	-3.355605678	-1.180168442	-2.123982203	-2.728377117	-2.664164079	-0.898317246	-0.180394678	-0.083166417
C15H16O9N2	367.078303	-4.419817159	1.746849679	-3.594256737	-3.217997341	-1.03947949	-2.162830019	-2.138557355	-0.921585711	1.804165235	-1.022049951	0.489737635	-0.3158692	-6.147986556	-0.001524617
C15H18O11	373.077634	-1.198338554	-0.922336131	-2.525962354	-0.557631404	-0.672947793	-2.599346909	-1.070389442	-0.597124395	-1.112198989	-1.435639095	-1.530424201	-0.787107466	-0.168531073	-0.570898087
C15H18O8N2	353.099038	1.595251283	1.540308898	1.837747802	2.095243258	2.184080571	2.169309373	2.154312062	2.637613366	1.253246972	1.218851655	0	1.536987297	2.337101256	1.181003617
C15H18O9	341.087805	1.140661069	-3.378544628	-3.378544628	0.140867889	-0.200426457	-0.771035105	-0.10725942	-3.378544628	-3.378544628	-3.378544628	-3.378544628	-3.378544628	-3.378544628	3.322002833
C15H19O5N1	292.119046	2.126227607	1.091071036	1.700827278	2.72033056	0.438727507	1.903455817	1.934551111	1.017793913	1.548387355	1.818666525	2.287523241	1.107208201	0.593908764	0.70353078
C15H21O13N1	422.094012	0.197335586	0.235085795	-0.081859387	-0.433979889	-0.495999649	-2.386793806	-1.969736408	-2.482913734	-0.156914451	0.451403212	0.070286033	0.242348394	-1.580994714	0.709326974
C15H22O6	297.134361	4.145625946	0	4.316364218	0	0	0	0	0	0	3.833540112	0	0	0	3.671637663
C15H23O6N1	312.14526	2.296915853	1.235340721	1.265489064	1.944515515	-0.40440917	2.047099136	2.274950916	0.959430002	1.395277343	1.546200064	2.185172997	1.378686001	0.115113617	1.643238789
C15H24O12N2	423.125647	0	0	0	3.996068738	0	0	0	0	0	0	0	0	3.461371187	0
C15H25O6N1	314.16091	4.234383494	1.631745279	3.435080698	2.291499771	-1.069125417	1.85186868	2.321603221	1.446565736	3.184213755	3.265078058	3.390471844	1.573271437	-0.093580952	3.361188679
C15H27O10N1	380.156219	2.376536524	1.468494158	2.505929221	1.432574416	-0.537268451	1.767242598	1.708561525	0.724114636	2.022875341	2.444041976	2.492199248	1.612492843	-0.096962862	2.105146724
C15H27O12N1	412.146048	-1.301811981	-0.340097144	-1.100813703	-0.376022999	-2.036515293	-0.277943633	-0.508375013	-0.75353038	0.162216947	-0.890663741	-0.128201329	0.635687151	-2.036515293	0.097054438
C15H27O9N1	364.161304	3.582406264	1.936066147	3.589997321	2.261586311	-0.743340624	2.527176237	2.390545016	0.562741114	2.620556291	3.213060462	3.072744487	2.315819107	-0.760817671	3.007040418
C15H28O5	287.186397	2.287732212	1.74811972	2.126739963	1.170242213	1.942994321	1.787980245	2.453777508	2.281740773	2.587313965	1.58285395	1.511658903	0.646538314	2.366783928	1.454633954
C15H29O3N1	270.207466	0	0	3.633342916	0	0	0	0	0	1.328999522	1.952925313	1.671689047	2.381604794	0.572590733	0.46875457
C15H5O4N1	262.014581	0.676297807	0	3.912965244	0	0	1.296277752	0	0	0	1.542733071	0.868285266	0	0	0
C15H8O7	299.019726	-0.972105143	-1.358264332	-2.037634109	-1.491765725	-0.733969318	-2.037634109	-2.037634109	-1.506397509	-1.087175324	-0.860060299	-1.420758076	-1.419499773	-0.086965188	-0.885645572
C16H14O10	365.05142	-0.194041383	-2.30909777	-1.758436576	-0.700030157	-1.841098873	-1.792962299	-0.626461551	-1.167437395	-1.116318862	-0.559285265	-1.61102339	-1.347223949	-0.393580412	-0.09490693
C16H15O6N1	316.08266	0.087712686	0.876465388	2.009464311	-0.410733366	0.953759445	1.694836277	2.647387452	0.721984797	0.625708084	0.602679026	0.131051453	0.194495922	0.263997419	0
C16H16O11	383.061984	-0.307460463	-0.738778697	-2.539452028	0.437400605	-1.014504081	-1.728225537	-0.869790533	0.003033038	-1.216266123	-0.911280756	-1.589433234	-0.373062261	-0.710832703	0.300853238
C16H16O12	399.056899	-0.336111535	-1.442721978	-2.072723275	-0.428822603	-1.086344999	-1.420764513	-0.675593403	-0.70095906	-0.806331764	-0.597584722	-1.541371388	-0.897645066	-0.034487567	-0.356811048
C16H16O9N2	379.078303	2.429257533	3.624894111	4.139649631	0	3.436987764	4.015899257	2.248809189	0	2.972183986	3.501822419	3.95161918	2.978063946	0	0
C16H17O11N1	398.072883	-1.729621198	-1.073907902	-2.774373066	-0.940454014	-1.091560575	-1.358919596	-0.224945362	-0.479746406	-1.047105223	-1.10082134	-0.890993418	0.324518617	-0.069702379	-0.773744884
C16H17O7N1	334.093225	-1.126536621	1.278007094	-2.458780815	-0.750316339	1.533939562	-1.619391286	-1.340156024	-0.732724886	0.920353544	0.299433397	0.10537539	-1.004961198	-2.587871323	-1.002226351
C16H17O8N1	350.088139	-0.476168107	1.072336665	-1.807774566	-1.231086194	0.996621629	0.25380901	-0.444649108	-0.077623592	1.034399918	-0.337356418	0.682756941	-0.661406578	-3.201649598	0.036761694
C16H18O10N2	397.088867	-5.073892173	1.294974036	-4.465479409	-2.609573371	-0.836266327	-3.815804181	-3.139623361	-1.36677415	1.214337157	-0.596876212	-0.333022129	-0.657315424	-5.982955263	-1.176286612
C16H18O12	401.072549	-1.285064243	-1.22416241	-1.644084925	-1.080547962	0.029047196	-2.311517556	-1.011227022	-0.567845269	-1.32375539	-1.249929459	-1.496681508	-0.88787551	0.545679107	-1.668977809
C16H18O4N2	301.11938	-2.296042046	-1.117894073	0.561893287	-0.97236194	1.448996812	0.905969849	-2.296042046	0.494547987	-0.631780631	0.129643507	-0.784685749	-1.002775164	1.594254691	-1.596744084
C16H18O9	353.087805	-0.752328973	-1.016653491	-2.746091937	-0.14054488	-1.110669878	-2.274500183	-1.235234647	-0.921125979	-1.573663276	-1.548445945	-2.125582193	-0.809159901	-0.603419777	-0.27526986
C16H20O12	403.088199	-1.621920596	-1.325547527	-2.486291986	-0.700028985	-0.628329822	-2.486291986	-1.124656469	-0.63219163	-1.624206916	-1.848817296	-2.486291986	-0.99988382	0.583123873	-0.577552118
C16H20O8	339.10854	-1.78298706	-1.355679687	-2.493858642	-0.93120719	-0.596542033	-1.072756521	-0.962808168	-0.463538731	-1.072211127	-1.659286366	-1.741812088	-0.541413311	0.49285096	-1.203930876
C16H21O12N1	418.099098	-3.599432813	-0.109339035	-1.959610375	-1.211982795	-2.094605558	-0.996619298	-1.551238571	-1.219556942	0.050781955	-1.472346356	-0.903888255	0.547114969	-3.139150592	-0.725267968
C16H22O2	245.154703	0.334712142	1.526797202	1.544982849	0.75811504	1.261370601	2.342353161	1.289682167	0.891931355	1.796789467	1.215855592	1.498808242	0.823914666	-0.468834568	1.039892762
C16H23O5N1	308.150346	3.271293898	1.887499008	2.070354937	1.713212174	-0.194227586	1.185860407	2.207375267	0.727268949	1.898404221	1.948442501	1.884102982	0.611315658	-0.723905405	0.69082087
C16H24O10	375.129669	-0.148244197	-1.204540354	-2.081535936	-0.256825293	-0.315596704	-0.212288685	0.362995695	0.198314285	-0.634526549	-0.08912427	-2.081535936	-1.13308304	-0.07746585	-0.215260842
C16H26O12	409.135149	-1.66646855	-2.096833029	-2.096753012	-1.246486231	-1.918521153	-2.166675359	-1.465913148	-1.771469525	-1.331371998	-1.78036393	-2.568522905	-1.78288109	-0.817526193	-1.846413811
C16H27O10N1	392.156219	3.062663392	1.801027632	3.072140965	1.887206935	-0.211608376	1.885313363	2.032445539	1.156025292	2.302446833	2.710844241	2.698658191	1.854369645	0.238230695	2.557394928
C16H27O11N1	408.151133	-1.305520009	0.670239739	1.92902327	-1.305520009	-1.305520009	0.163627296	0.722054235	-1.305520009	1.844684833	1.434759244	2.043456689	0.514295114	-1.305520009	2.499070491
C16H29O10N1	394.171869	2.798514567	1.525775103	2.263712975	1.811851042	-0.411489739	1.406638735	1.65458144	1.207760457	1.877348102	1.883417292	2.021387194	1.378028435	-0.075678608	2.208590095
C16H30O5	301.202046	1.056568781	1.401735978	1.312681714	1.114599946	0.911712425	2.18902001	1.781311497	0.241429194	1.221315598	1.838439535	1.081415796	0.42653528	0.047211085	0.831632707
C16H32O3	271.227867	1.271892142	0.25235105	2.070674335	0.70691393	0.854617663	1.228084056	1.110348727	0.776517823	0.764544577	1.51142211	1.302469205	0.527586921	0.640182753	0.859037833
